pitch,age,gender,speaking_rate,speech_monotony,accent,desc0,desc1,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9
slightly low-pitch,unknown,unknown,slowly,slightly expressive and animated,unknown,A slightly low-pitched voice that speaks slowly with a touch of expression and animation.,"This voice is a bit low in pitch, delivered slowly and with mild expressiveness.","Slightly low-pitched and slow-speaking, the voice has a gently animated quality.","It has a slightly low pitch, a slow pace, and just enough expression to feel lively.",A slowly spoken voice with a slightly low pitch and a subtly animated tone.,"The speaker sounds slightly low-pitched, moves at a slow rate, and stays a bit expressive.","With a slightly low pitch and slow delivery, the voice remains mildly animated.","This voice is somewhat low in pitch, speaks slowly, and carries a lightly expressive feel.","A slow, slightly low-pitched voice that is modestly expressive and animated.","The voice comes across as slightly low-pitched, spoken slowly, and faintly lively."
slightly low-pitch,unknown,unknown,slowly,monotone,unknown,"A slightly low-pitched, monotone voice that speaks slowly.","This speaker has a slightly low pitch and a slow, monotone delivery.","The voice is slightly low-pitched, speaking slowly with a monotone style.","A slow, monotone voice with a slightly low pitch.","This profile sounds slightly low-pitched and speaks in a slow, monotone manner.","The speaker uses a slow pace and a slightly low-pitched, monotone tone.",A monotone voice that is slightly low-pitched and delivered slowly.,"The voice comes across as slightly low-pitched, slow, and monotone.","This is a slow-speaking, monotone voice with a slightly low pitch.","A slightly low-pitched voice with a slow, monotone speaking style."
slightly low-pitch,unknown,unknown,slowly,unknown,unknown,A slightly low-pitched voice that speaks slowly.,The speaker has a slightly low pitch and a slow speaking rate.,This voice sounds a bit low-pitched and is delivered slowly.,A slow-paced voice with a slightly low pitch.,The speaker's voice is slightly low in pitch and measured in speed.,This is a slowly spoken voice with a slightly low pitch.,A voice that stays slightly low-pitched and speaks at a slow rate.,The speaker talks slowly with a slightly low-pitched voice.,"A measured, slow voice with a slightly low pitch.",This profile describes a voice that is slightly low-pitched and speaks slowly.
slightly low-pitch,unknown,unknown,slowly,very monotone,unknown,A slightly low-pitched voice that speaks slowly with a very monotone delivery.,"This voice is slightly low in pitch, speaks slowly, and sounds very monotone.",A slow-speaking voice with a slightly low pitch and a very monotone tone.,The speaker has a slightly low-pitched voice and talks slowly with very little variation.,A very monotone voice that is slightly low-pitched and delivered slowly.,"This profile sounds slightly low in pitch, slow in speaking rate, and very monotone.",A voice with a slightly low pitch that comes across as slow and very monotone.,"The speaker’s voice is slightly low-pitched, spoken slowly, and extremely monotone.",A slowly spoken voice with a slightly low pitch and a strongly monotone quality.,"This is a slightly low-pitched, slow-speaking, very monotone voice."
slightly low-pitch,unknown,unknown,slowly,very expressive and animated,unknown,"A slightly low-pitched voice that speaks slowly with a very expressive, animated style.","This voice has a slightly low pitch, a slow pace, and comes across as highly expressive and animated.","Speaking slowly with a slightly low pitch, the voice feels very expressive and animated.","A slowly spoken voice with a slightly low pitch and a very expressive, animated quality.","The speaker has a slightly low-pitched voice, talks slowly, and sounds very expressive and animated.","With a slightly low pitch and slow delivery, the voice is notably expressive and animated.","This is a slowly paced voice with a slightly low pitch and a lively, animated expression.","A voice that is slightly low in pitch, speaks slowly, and feels very expressive and animated.","The delivery is slow, the pitch is slightly low, and the voice remains very expressive and animated.","A slowly spoken, slightly low-pitched voice with a very expressive and animated tone."
slightly low-pitch,unknown,unknown,slightly slowly,expressive and animated,unknown,"A slightly low-pitched voice that speaks a bit slowly with an expressive, animated delivery.","This speaker has a slightly low pitch, a slightly slow pace, and a lively, animated style.","The voice is slightly low and slightly slow, yet still sounds expressive and animated.","A mildly low-pitched speaker who talks a little slowly with a vivid, animated tone.","The profile suggests a slightly low pitch, slightly slow speech, and a very expressive delivery.","Slightly low in pitch and a bit slow, the voice remains animated and full of expression.","This is a voice with slightly low pitch, slightly slow speaking rate, and an animated feel.","The speaker sounds slightly low-pitched, speaks slightly slowly, and comes across as expressive.","A voice that is a little low in pitch and a little slow, while staying animated and engaging.","With a slightly low pitch and slightly slow pace, this voice still feels expressive and lively."
slightly low-pitch,unknown,unknown,slightly slowly,slightly expressive and animated,unknown,"A slightly low-pitched voice that speaks a bit slowly with a mildly expressive, animated tone.","This voice has a slightly low pitch, a slightly slow speaking rate, and a touch of expressive energy.","Slightly low in pitch, the speaker talks somewhat slowly with light animation in the delivery.","The voice sounds a bit low-pitched, moves at a slightly slow pace, and feels gently expressive.",A mildly low-pitched voice with a slightly slow rhythm and a softly animated style.,This speaker has a slightly low pitch and speaks slightly slowly with some expressive variation.,"Slightly low-pitched and a little slow, the voice still carries a mildly animated feel.","The delivery is slightly low in pitch, somewhat slow, and just expressive enough to feel lively.","A voice with slightly low pitch, a slightly slow pace, and a modestly animated cadence.","Slightly low and a bit slow, the speaker’s voice remains lightly expressive and animated."
slightly low-pitch,unknown,unknown,slightly slowly,monotone,unknown,A slightly low-pitched voice that speaks a bit slowly and sounds monotone.,"The speaker has a slightly low pitch, a slightly slow pace, and a monotone delivery.","This voice is slightly low in pitch, speaks slightly slowly, and stays monotone.",A monotone voice with a slightly low pitch and a slightly slow speaking rate.,"The speaker sounds slightly low-pitched, talks slightly slowly, and maintains a monotone tone.","A voice that is slightly low in pitch, slightly slow in rate, and distinctly monotone.","The speaker uses a slightly low-pitched, slightly slow, monotone style.",This is a monotone voice with slightly low pitch and a slightly slow pace.,"A slightly slow, monotone speaker with a slightly low-pitched voice.","The voice is slightly low-pitched, speaks at a slightly slow rate, and remains monotone."
slightly low-pitch,unknown,unknown,slightly slowly,unknown,unknown,A slightly low-pitched voice that speaks a bit slowly.,This speaker has a slightly low pitch and a slightly slow speaking rate.,"A voice with a mildly low pitch and measured, slightly slow pacing.",The speaker sounds slightly low in pitch and talks just a little slowly.,A slightly low-pitched voice delivered at a somewhat slow rate.,This voice is a bit low in pitch and speaks slightly slowly.,A mildly low-pitched speaker with a slightly slow cadence.,The speaker’s voice is slightly low-pitched and moves at a slightly slow pace.,A voice that sits slightly low and comes out a little slowly.,The speaker has a slightly low pitch and a gently slow speaking rate.
slightly low-pitch,unknown,unknown,slightly slowly,very monotone,unknown,A slightly low-pitched voice that speaks a bit slowly with a very monotone delivery.,"This speaker has a slightly low pitch, a slightly slow speaking rate, and a very monotone tone.",A voice that sounds slightly low and moves at a slightly slow pace with very little variation.,"The speaker’s voice is slightly low-pitched, slightly slow, and very monotone.","A slightly low voice with a mildly slow rhythm and an extremely even, monotone delivery.","This profile features a slightly low pitch, slightly slow speech, and a very flat tone.","A voice that is a bit low in pitch, spoken slightly slowly, and strongly monotone.",The speaker sounds slightly low-pitched and speaks slightly slowly with a very uniform tone.,A slightly low and gently slow voice with a very monotone quality.,This is a slightly low-pitched speaker who talks slightly slowly in a very monotone way.
slightly low-pitch,unknown,unknown,slightly slowly,very expressive and animated,unknown,A slightly low-pitched voice that speaks a little slowly and sounds very expressive and animated.,"This voice is slightly low in pitch, has a slightly slow speaking rate, and comes across as very expressive and animated.","Slightly low-pitched and a bit slow in delivery, this voice is also very expressive and animated.","The speaker has a slightly low pitch, speaks slightly slowly, and sounds very expressive and animated.","With a slightly low pitch and a slightly slow pace, the voice feels very expressive and animated.","This is a slightly low-pitched voice with a slightly slow speaking rate and a very expressive, animated tone.","Speaking a little slowly, this slightly low-pitched voice remains very expressive and animated.","A voice that is slightly low in pitch and slightly slow in rate, with a very expressive and animated style.","The voice sounds slightly low-pitched, moves at a slightly slow pace, and is very expressive and animated.","Slightly low-pitched and delivered slightly slowly, this voice is strongly expressive and animated."
slightly low-pitch,young adult,female,very fast,expressive and animated,unknown,"A young adult female voice with a slightly low pitch, very fast delivery, and an expressive, animated tone.","This young woman speaks in a slightly low pitch, moving very quickly and sounding lively throughout.","A female young adult voice that is slightly low in pitch, very fast, and full of expressive energy.",She has a slightly low-pitched young adult female voice with a very fast pace and an animated style.,"A young adult woman’s voice that sits slightly low in pitch, speaks very fast, and feels lively and expressive.","This speaker sounds like a young adult female with a slightly low pitch, rapid speech, and an animated delivery.","A slightly low-pitched female voice, young adult in age, speaking very fast with an expressive, lively cadence.","Her voice is young adult and female, with a slightly low pitch, very quick speech, and an animated feel.",A young adult woman with a slightly low-pitched voice that comes out very fast and sounds expressive.,"This is a female young adult voice, slightly low in pitch, very fast in pace, and highly animated."
slightly low-pitch,young adult,female,very fast,slightly expressive and animated,unknown,"A young adult female voice with a slightly low pitch, very fast delivery, and a touch of expressive energy.","This is a young adult woman's voice, slightly low in pitch, speaking very quickly with a mildly animated tone.","A female young adult voice that sits a bit low in pitch and moves at a very fast, lively pace.","She sounds like a young adult with a slightly low-pitched voice, rapid speech, and a lightly expressive style.","A slightly low-pitched female voice from a young adult, delivered very fast with some animation.","This voice sounds young adult and female, with a slightly low pitch and a very fast, upbeat cadence.","A young woman's voice that is a little low in pitch, speaks very quickly, and feels slightly expressive.","The speaker has a young adult female voice, slightly low in pitch, with a very fast and animated delivery.",A female young adult voice with a modestly low pitch and very quick speech that sounds gently expressive.,This sounds like a young adult woman speaking at a very fast pace with a slightly low pitch and mild animation.
slightly low-pitch,young adult,female,very fast,monotone,unknown,"A young adult female with a slightly low pitch, speaking very fast in a monotone style.","This young adult female voice is slightly low-pitched, very fast, and mostly monotone.","A female young adult speaker with a slightly low pitch and a very fast, monotone delivery.","Her voice sounds slightly low-pitched, young adult, very fast, and monotone.","A young adult female voice that is slightly low in pitch and speaks at a very fast, monotone pace.","This speaker has a slightly low-pitch, female young adult voice with a very fast monotone delivery.","A very fast, monotone young adult female voice with a slightly low pitch.","The voice is female and young adult, with a slightly low pitch, very fast speech, and a monotone tone.",A slightly low-pitched young adult female speaker who talks very fast and stays monotone.,"This is a young adult female voice, slightly low in pitch, with very fast, monotone speaking."
slightly low-pitch,young adult,female,very fast,unknown,unknown,A young adult female voice with a slightly low pitch and a very fast speaking rate.,This is a young adult woman whose voice sits slightly low and moves very quickly.,"A female young adult voice, slightly low in pitch and delivered at a very fast pace.",She sounds like a young adult with a slightly low-pitched voice that speaks very fast.,A very fast-speaking young adult female voice with a slightly low pitch.,This voice is from a young adult woman and has a slightly low pitch with rapid delivery.,A slightly low-pitched female voice that belongs to a young adult and speaks very fast.,The speaker sounds like a young adult female with a modestly low pitch and very quick speech.,"A young adult woman’s voice, slightly low in pitch and notably fast in rate.",This profile describes a female young adult voice that is slightly low-pitched and very rapid.
slightly low-pitch,young adult,female,very fast,very monotone,unknown,"A young adult female voice with a slightly low pitch, very fast delivery, and a very monotone tone.","This is a young adult woman’s voice that sounds slightly low-pitched, speaks very fast, and stays very monotone.","A female young adult voice with a mildly low pitch, rapid speaking pace, and a highly monotone quality.","The speaker sounds like a young adult female with slightly low pitch, very quick speech, and a very flat tone.","A young woman’s voice that is slightly low in pitch, extremely fast in rate, and very monotone throughout.","This voice belongs to a young adult female and sounds a bit low-pitched, very fast, and quite monotone.","A slightly low-pitched female voice from a young adult speaker, delivered very fast and with little tonal variation.","The speaker has a young adult female voice, slightly low pitch, very fast speech, and a monotone style.","A young adult woman with a slightly low voice, speaking very quickly in a very monotone way.","This is a very fast, very monotone young adult female voice with a slightly low pitch."
slightly low-pitch,young adult,female,very fast,very expressive and animated,unknown,"A young adult female voice with a slightly low pitch, very fast delivery, and an expressive, animated tone.","This is a female young adult speaker with a slightly low-pitched voice, speaking very quickly and with lots of expression.","A very fast, animated young adult female voice that sits at a slightly low pitch.","The speaker has a slightly low-pitch female voice, sounds like a young adult, and speaks very fast with lively expression.","A young adult woman’s voice that is slightly low in pitch, rapid in pace, and highly expressive.","This profile features a female young adult voice with a mildly low pitch, quick speech, and a vivid, animated style.",A slightly low-pitched young adult female voice that delivers speech at a very fast pace and with strong expressiveness.,"The voice sounds like a young adult female, with a slightly low pitch, very quick speech, and an animated manner.","A highly expressive, very fast young adult female voice with a slightly low pitch.","A female young adult speaker with a slightly low voice, speaking extremely fast and sounding lively and animated."
slightly low-pitch,young adult,female,slightly fast,expressive and animated,unknown,A young adult female with a slightly low-pitched voice that speaks a bit fast and sounds expressive and animated.,"This young adult woman has a slightly low pitch, a slightly fast speaking rate, and an expressive, animated delivery.","Her voice is slightly low-pitched, youthful, and female, with a slightly fast pace and lively expression.","A female young adult voice with a slightly low pitch, speaking slightly fast in an expressive, animated way.","She sounds like a young adult woman with a slightly low pitch and a brisk, expressive speaking style.","This voice is female and young adult, with a slightly low pitch, slightly fast speech, and an animated tone.","A slightly low-pitched young adult female voice that comes across as expressive, animated, and a little fast.","Her speaking style is slightly fast and animated, carried by a slightly low-pitched young adult female voice.","A young adult female speaker with a slightly low voice, quickened pacing, and lively expressiveness.","This is a slightly low-pitched female voice from a young adult, delivered at a slightly fast and animated pace."
slightly low-pitch,young adult,female,slightly fast,slightly expressive and animated,unknown,"A young adult female voice with a slightly low pitch, a slightly fast pace, and a lively, expressive tone.","This speaker sounds like a young woman with a slightly low-pitched voice, speaking a bit quickly and with some animation.",A slightly low-pitched female young adult voice that comes across as a little fast and pleasantly expressive.,"The voice is young adult and female, with a slightly low pitch, a brisk speaking rate, and mild expressiveness.","A young woman’s voice with a slightly low pitch, slightly fast delivery, and an animated feel.","This is a slightly low-pitched female voice that sounds young adult, speaks a bit quickly, and has light expression.","A young adult female speaker with a modestly low pitch, slightly quick speech, and a subtle animated quality.","The voice sounds feminine and young, with a slightly low pitch, a somewhat fast pace, and a lively inflection.","A slightly low, female young adult voice that moves at a slightly fast rate and sounds a touch expressive.","A young adult woman’s voice with a slightly low pitch, quick but not rushed delivery, and gentle animation."
slightly low-pitch,young adult,female,slightly fast,monotone,unknown,"A young adult female voice with a slightly low pitch, a slightly fast pace, and a monotone delivery.","This speaker sounds like a young adult woman with a slightly low-pitched, slightly fast, monotone voice.","A slightly low-pitched female voice from a young adult, spoken in a somewhat fast and monotone style.","The voice is that of a young adult woman, with a slightly low pitch, brisk pacing, and a monotone tone.","A young adult female speaker with a slightly low voice, speaking a bit fast and in a monotone manner.","This is a young adult woman’s voice, slightly low in pitch, slightly quick in rate, and quite monotone.","A female young adult with a slightly low-pitched voice, a slightly fast speaking rate, and flat intonation.","The speaker sounds like a young adult female with a mildly low pitch, a quick pace, and a monotone delivery.","A slightly low-pitched, slightly fast, monotone voice belonging to a young adult woman.","This profile describes a young adult female voice that is slightly low in pitch, speaks a bit fast, and sounds monotone."
slightly low-pitch,young adult,female,slightly fast,unknown,unknown,A young adult female voice with a slightly low pitch and a slightly fast speaking rate.,"This speaker has a slightly low-pitched, slightly fast female voice that sounds young adult.",A slightly low-pitched young adult female voice delivered at a slightly fast pace.,"The voice is female, young adult, slightly low in pitch, and a bit fast in speaking rate.",A young adult woman speaks here with a slightly low pitch and a slightly quick rate.,"This is a young adult female voice, slightly low-pitched and spoken slightly fast.","A slightly fast, slightly low-pitched voice from a young adult female speaker.",The speaker sounds like a young adult female with a mildly low pitch and a slightly fast cadence.,A young adult woman’s voice that is slightly low in pitch and a little fast in rate.,This profile reflects a female young adult voice with slightly low pitch and slightly fast delivery.
slightly low-pitch,young adult,female,slightly fast,very monotone,unknown,"A young adult female voice with a slightly low pitch, slightly fast delivery, and very monotone tone.","This speaker sounds like a young adult woman with a slightly low pitch and a slightly fast, very monotone style.",A slightly low-pitched young adult female voice that speaks a bit fast and stays very monotone.,"The voice is female and young adult, with a slightly low pitch, slightly fast pacing, and a very monotone delivery.","A young adult woman’s voice, slightly low in pitch, a little fast in rate, and very monotone throughout.","This is a young adult female voice with slightly low pitch, slightly fast speech, and an extremely monotone feel.","A slightly low-pitched voice from a young adult female, spoken slightly fast and very monotone.","The speaker has a young adult female voice with a slightly low pitch and a slightly fast, very monotone cadence.","A female young adult voice that sounds slightly low in pitch, moves slightly fast, and remains very monotone.","This profile describes a young adult woman with a slightly low-pitched, slightly fast, and very monotone voice."
slightly low-pitch,young adult,female,slightly fast,very expressive and animated,unknown,"A young adult female voice with a slightly low pitch, a slightly fast pace, and a very expressive, animated delivery.","This is a young adult woman's voice, slightly low in pitch, speaking a bit quickly and sounding highly animated.",A slightly low-pitched young adult female voice that talks a little fast and comes across as very expressive.,"The voice sounds like a young adult woman, with a slightly low pitch, slightly fast speech, and lively expression.","A female young adult voice with a modestly low pitch, a slightly quick speaking rate, and an animated style.",This speaker has a slightly low-pitched young adult female voice that is a bit fast and very expressive.,"A young adult woman's voice, slightly low in pitch and slightly fast in delivery, with a lively, animated feel.","The profile sounds like a young adult female with a slightly low pitch, a somewhat fast rate, and strong expressiveness.","A slightly low voice from a young adult woman, spoken a little quickly and with lots of animation.","A young adult female voice that is slightly low-pitched, slightly fast, and very expressive throughout."
slightly low-pitch,young adult,female,moderate speed,expressive and animated,unknown,"A young adult female voice with a slightly low pitch, moderate speed, and an expressive, animated delivery.","This is a young woman’s voice, slightly low in pitch, speaking at a moderate pace with lively expression.","A female young adult voice that sounds slightly low-pitched, moves at a moderate speed, and feels animated.","The voice is young adult female, slightly low in pitch, with a moderate speaking rate and an expressive tone.","A slightly low-pitched female voice from a young adult speaker, delivered at a moderate pace with plenty of animation.","This young adult woman speaks with a slightly low pitch, moderate speed, and an engaging, expressive style.","A female voice with a slightly low pitch, moderate pacing, and a lively, animated quality.","The speaker sounds like a young adult woman with a slightly low-pitched voice and a moderate, expressive delivery.","A young female adult voice, slightly low in pitch, speaking moderately fast and sounding animated throughout.","This is a young adult female voice that is slightly low-pitched, spoken at a moderate speed, and highly expressive."
slightly low-pitch,young adult,female,moderate speed,slightly expressive and animated,unknown,"A young adult female with a slightly low pitch, moderate speaking speed, and a mildly expressive, animated tone.",This young adult woman speaks at a moderate pace with a slightly low-pitched voice that sounds a bit expressive and lively.,"A female young adult voice with slightly low pitch, moderate speed, and a touch of animation in the delivery.",She has a slightly low-pitched young adult female voice that comes across as moderately paced and subtly expressive.,"A young adult female speaker with a mildly low pitch, steady moderate rate, and a slightly animated style.","Her voice sounds like a young adult woman with slightly low pitch, a moderate speaking rate, and gentle expressiveness.","A slightly low-pitched female voice from a young adult, delivered at a moderate pace with some animation.","This profile describes a young adult woman whose voice is slightly low, moderately paced, and a little expressive.","A female young adult speaker with a slightly low pitch and moderate speed, sounding lightly animated.","Her speech has a slightly low pitch, a moderate tempo, and a softly expressive, animated quality."
slightly low-pitch,young adult,female,moderate speed,monotone,unknown,"A young adult female voice with a slightly low pitch, speaking at a moderate pace in a monotone style.",This is a female young adult voice that sounds slightly low-pitched and speaks at a moderate speed with little variation.,A monotone young adult female voice with a slightly low pitch and a moderate speaking rate.,"She has a slightly low-pitched, monotone voice and speaks at a steady moderate pace.","A young adult woman’s voice, slightly low in pitch, delivered in a monotone and moderate-speed manner.","The voice is female and young adult, with a slightly low pitch, moderate speed, and a monotone tone.","A slightly low-pitched female voice from a young adult speaker, spoken at a moderate rate and with monotone delivery.",This young adult female voice sounds a bit low in pitch and is spoken at a moderate speed with a monotone cadence.,"A female voice with slightly low pitch, moderate pacing, and a monotone quality, typical of a young adult speaker.","A young adult woman speaks in a monotone, slightly low-pitched voice at a moderate speed."
slightly low-pitch,young adult,female,moderate speed,unknown,unknown,A young adult female voice with a slightly low pitch and a moderate speaking pace.,This is a young woman speaking at a moderate speed with a slightly low-pitched voice.,"A slightly low-pitched female voice from a young adult, delivered at a moderate rate.",The speaker sounds like a young adult woman with a slightly low pitch and moderate pacing.,A young female voice that sits slightly low in pitch and speaks at a moderate speed.,"A moderate-speed, slightly low-pitched voice belonging to a young adult female.","This voice sounds like a young woman, with a slightly low pitch and a steady moderate speaking rate.",A young adult female speaker with a voice that is slightly low in pitch and moderately paced.,"The profile suggests a female young adult voice, slightly low in pitch and spoken at a moderate speed.",A slightly low-pitched young adult woman’s voice with a moderate speaking tempo.
slightly low-pitch,young adult,female,moderate speed,very monotone,unknown,"A young adult female voice with a slightly low pitch, moderate speaking speed, and a very monotone delivery.","This speaker sounds like a young woman with a slightly low-pitched voice, speaking at a moderate pace and with very little variation in tone.","A female young adult voice that is slightly low in pitch, moves at a moderate speed, and stays very monotone throughout.","She has a slightly low-pitched young adult voice, speaks at a moderate rate, and sounds extremely monotone.","A young adult woman with a slightly low pitch and moderate speaking speed, delivering speech in a very flat, monotone way.","The voice is female and young adult, with a slightly low pitch, moderate pacing, and a strongly monotone style.",A slightly low-pitched young female voice that speaks moderately fast and remains very monotone.,"This is a young adult female voice with a slightly low pitch, steady moderate speed, and a highly monotone feel.","She sounds like a young adult woman with a slightly low voice, moderate pacing, and very limited tonal variation.","A female young adult speaker with a slightly low pitch, a moderate speaking rate, and an especially monotone delivery."
slightly low-pitch,young adult,female,moderate speed,very expressive and animated,unknown,"A young adult female with a slightly low-pitched voice and a moderate speaking pace, sounding very expressive and animated.","This young adult woman speaks at a moderate speed with a slightly low pitch and a lively, highly expressive tone.","A female young adult voice that sits slightly low in pitch, moves at a moderate pace, and feels very animated.","She sounds like a young adult female with a slightly low pitch, moderate speed, and a very expressive delivery.","A slightly low-pitched young adult woman's voice, spoken at a moderate rate with plenty of animation and expression.","This speaker has a young adult female voice with a slightly low pitch and a moderate, energetic speaking style.","A female voice in a young adult range, slightly low in pitch, with moderate pacing and vivid expressiveness.","She speaks with a slightly low pitch and moderate speed, giving her young adult female voice a very animated feel.","A young adult woman with a slightly low voice and moderate speaking rate, sounding lively and expressive throughout.","This is a young adult female voice with a slightly low pitch, a moderate tempo, and an animated, expressive delivery."
slightly low-pitch,young adult,female,fast,expressive and animated,unknown,"A young adult female voice with a slightly low pitch, fast delivery, and an expressive, animated tone.",This is a young adult woman with a slightly low-pitched voice that speaks quickly and sounds lively.,"A fast-speaking young adult female voice with a slightly low pitch and an expressive, animated style.","She sounds like a young adult woman, with a slightly low pitch, quick speech, and lots of expression.","A young adult female voice that is slightly low in pitch, speaks fast, and comes across as animated.","This voice belongs to a young adult woman with a slightly low pitch and a brisk, expressive speaking style.",A slightly low-pitched young adult female voice that speaks rapidly and feels lively and animated.,"She has a young adult female voice, slightly low in pitch, with fast, expressive, and animated speech.","A lively young adult woman with a slightly low voice and a fast, animated way of speaking.","This is a young adult female speaker with a slightly low pitch, quick pace, and expressive delivery."
slightly low-pitch,young adult,female,fast,slightly expressive and animated,unknown,"A young adult female voice with a slightly low pitch, fast delivery, and a lightly animated style.","This speaker sounds like a young adult woman with a slightly low pitch and a fast, expressive speaking rate.","A slightly low-pitched female voice, youthful in age, speaking quickly with a touch of animation.","The voice is that of a young adult female, with a slightly low pitch and a brisk, lively cadence.","A young adult woman’s voice with a slightly low pitch, fast speech, and mild expressive energy.",This is a fast-speaking female voice with a slightly low pitch and a slightly animated tone.,"A young adult female speaker with a slightly low-pitched voice and a quick, lively way of speaking.","The profile suggests a young adult woman whose voice is slightly low-pitched, fast, and gently expressive.","A female young adult voice that sounds slightly low in pitch, quick in pace, and a bit animated.",A slightly low-pitch young adult female voice delivered at a fast rate with some expressive liveliness.
slightly low-pitch,young adult,female,fast,monotone,unknown,"A young adult female voice with a slightly low pitch, a fast pace, and a monotone delivery.","This is a young adult woman speaking quickly in a slightly low-pitched, monotone voice.",A fast-speaking young adult female voice that sounds slightly low-pitched and fairly monotone.,"The speaker sounds like a young adult woman with a slightly low pitch, quick speech, and a monotone tone.","A female young adult voice, slightly low in pitch, speaking at a fast rate with little variation in tone.","This voice belongs to a young adult woman who speaks quickly in a slightly low-pitched, monotone style.","A slightly low-pitched female voice from a young adult, delivered quickly and with a monotone quality.","The speaker has a fast, monotone delivery and sounds like a young adult female with a slightly low pitch.","A young adult woman’s voice that is slightly low-pitched, fast-paced, and monotone.","This profile describes a female young adult with a slightly low pitch, quick speech, and a monotone voice."
slightly low-pitch,young adult,female,fast,unknown,unknown,A young adult female voice with a slightly low pitch and a fast speaking rate.,A fast-speaking young woman with a slightly low-pitched voice.,This profile sounds like a young adult female who speaks quickly with a slightly low pitch.,"A slightly low-pitched female voice from a young adult speaker, delivered at a fast pace.","The voice is that of a young adult woman, slightly low in pitch and quick in delivery.","A fast, slightly low-pitched voice belonging to a young adult female.",This is a young adult female speaker with a slightly low pitch and rapid speech.,"A woman’s voice that sounds young adult, slightly low in pitch, and brisk in rate.","The speaker appears to be a young adult female with a slightly low-pitched, fast-moving voice.",A young woman’s voice with a slightly low pitch and a notably fast speaking style.
slightly low-pitch,young adult,female,fast,very monotone,unknown,"A young adult female voice with a slightly low pitch, fast delivery, and a very monotone tone.","This is a young woman’s voice, slightly low in pitch, speaking quickly and with very little variation.","A female young adult voice that sounds slightly low-pitched, fast-paced, and highly monotone.","She sounds like a young adult woman with a slightly low pitch, rapid speech, and a very flat tone.",A fast-speaking young female voice with a slightly low pitch and a very monotone quality.,"This voice belongs to a young adult female and carries a slightly low pitch, quick pace, and strong monotony.","A slightly low-pitched female voice, youthful in age, speaking fast and sounding very monotone.","The speaker sounds like a young adult woman with a slightly low pitch, quick speech, and a flat, monotone delivery.","A young female voice that is slightly low-pitched, talks fast, and remains very monotone throughout.","This is a fast, very monotone young adult female voice with a slightly low pitch."
slightly low-pitch,young adult,female,fast,very expressive and animated,unknown,"A young adult female voice with a slightly low pitch, fast pace, and very expressive, animated delivery.","This is a young woman’s voice, slightly low in pitch, speaking quickly and with lots of expression.",A fast-speaking young adult female voice that sounds slightly low-pitched and highly animated.,"The speaker sounds like a young adult woman with a mildly low pitch, quick speech, and lively expression.","A slightly low-pitched female voice from a young adult, delivered fast and with strong animation.","This voice belongs to a young adult female and carries a slightly low pitch, rapid pace, and expressive tone.",A lively young woman’s voice that is slightly low in pitch and speaks at a fast rate.,"The voice sounds female and young adult, with a slightly low pitch, quick delivery, and animated expression.","A fast, expressive young adult female voice with a slightly low pitch.",This is a highly animated young adult female voice that speaks quickly and sits slightly low in pitch.
slightly low-pitch,young adult,female,unknown,expressive and animated,unknown,"A young adult female voice with a slightly low pitch and an expressive, animated delivery.","An expressive, animated young woman speaks with a slightly low-pitched voice.","A female young adult voice, slightly low in pitch, with lively and animated speech.",She sounds like a young adult woman with a slightly low pitch and a very expressive style.,"A slightly low-pitched female voice with the energetic, animated tone of a young adult.","A young female adult speaker with a somewhat low pitch and a lively, expressive delivery.","Her voice is young adult, female, slightly low in pitch, and full of animated expression.",An animated and expressive young woman speaks in a slightly low-pitched voice.,A female voice from a young adult with a slightly low pitch and plenty of expression.,The speaker has a young adult female voice that is slightly low-pitched and distinctly animated.
slightly low-pitch,young adult,female,unknown,slightly expressive and animated,unknown,"A young adult female voice with a slightly low pitch and a subtly expressive, animated quality.",This is a young adult woman speaking in a slightly low-pitched voice that sounds a bit lively and expressive.,"A slightly low-pitched female voice from a young adult, with gentle animation in the delivery.",The speaker sounds like a young adult female with a mildly low pitch and a touch of expressiveness.,A young adult woman’s voice that sits slightly low in pitch and carries a lightly animated tone.,This voice belongs to a young adult female and sounds slightly low-pitched with modest expressiveness.,"A slightly low, youthful female voice that feels a bit animated and expressive.","The profile suggests a young adult woman with a slightly low pitch and an engaging, expressive delivery.",A female young adult voice with a somewhat low pitch and a lightly animated speaking style.,This is a young adult female voice that is slightly low-pitched and just a little expressive.
slightly low-pitch,young adult,female,unknown,monotone,unknown,A young adult female voice with a slightly low pitch and a monotone delivery.,"This speaker sounds like a young adult woman with a slightly low-pitched, monotone voice.",A monotone female voice from a young adult with a slightly low pitch.,"The voice belongs to a young adult female and has a slightly low, monotone quality.","A young adult woman speaking in a slightly low-pitched, monotone tone.",This is a female young adult voice that sounds slightly low in pitch and very monotone.,"A slightly low-pitched, monotone voice from a young adult female.",The speaker has a young adult female voice with a slightly low pitch and flat delivery.,A young adult female speaker with a voice that is slightly low-pitched and monotone.,"This voice sounds like a young adult woman, slightly low in pitch and monotone in style."
